"subject","age","sex","spain","spanish","consent","type","trial","exp","item","dependency","length","rating","z.score.rating"
"S1",27,"female","yes","yes","yes","filler_gram","1","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","wh_short","3","exp","4","wh","short","5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_gram","4","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_gram","7","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","wh_long","8","exp","14","wh","long","5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_ungram","9","filler",NA,NA,NA,"4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"4",0.0559994610826817
"S1",27,"female","yes","yes","yes","local_short","11","exp","19","local","short","5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_ungram","12","filler",NA,NA,NA,"4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","wh_long","15","exp","18","wh","long","6",1.0334445999804
"S1",27,"female","yes","yes","yes","filler_ungram","16","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","filler_gram","18","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","local_short","20","exp","23","local","short","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_gram","21","filler",NA,NA,NA,"5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_gram","23","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","local_long","24","exp","5","local","long","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","25","filler",NA,NA,NA,"5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_gram","26","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","local_long","28","exp","13","local","long","5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_ungram","29","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","local_long","32","exp","1","local","long","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_gram","33","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","wh_long","36","exp","10","wh","long","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_gram","37","filler",NA,NA,NA,"5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","wh_short","39","exp","20","wh","short","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","40","filler",NA,NA,NA,"6",1.0334445999804
"S1",27,"female","yes","yes","yes","filler_gram","41","filler",NA,NA,NA,"6",1.0334445999804
"S1",27,"female","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","wh_long","43","exp","6","wh","long","5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_gram","44","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_gram","45","filler",NA,NA,NA,"5",0.54472203053154
"S1",27,"female","yes","yes","yes","filler_gram","46","filler",NA,NA,NA,"5",0.54472203053154
"S1",27,"female","yes","yes","yes","wh_short","47","exp","24","wh","short","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","48","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","local_long","51","exp","17","local","long","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","52","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","local_short","55","exp","11","local","short","3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_ungram","56","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_gram","57","filler",NA,NA,NA,"6",1.0334445999804
"S1",27,"female","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","local_short","59","exp","3","local","short","3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_ungram","60","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_gram","61","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","wh_long","63","exp","2","wh","long","6",1.0334445999804
"S1",27,"female","yes","yes","yes","filler_ungram","64","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"2",-0.921445677815034
"S1",27,"female","yes","yes","yes","wh_long","67","exp","22","wh","long","3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_ungram","68","filler",NA,NA,NA,"4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","wh_short","71","exp","16","wh","short","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_gram","72","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_gram","74","filler",NA,NA,NA,"5",0.54472203053154
"S1",27,"female","yes","yes","yes","local_long","75","exp","21","local","long","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","76","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_gram","78","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"3",-0.432723108366176
"S1",27,"female","yes","yes","yes","local_short","80","exp","15","local","short","1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_gram","81","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_gram","83","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","wh_short","84","exp","8","wh","short","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","85","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","wh_short","88","exp","12","wh","short","4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","89","filler",NA,NA,NA,"4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"1",-1.41016824726389
"S1",27,"female","yes","yes","yes","filler_gram","91","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","local_long","92","exp","9","local","long","3",-0.432723108366176
"S1",27,"female","yes","yes","yes","filler_gram","93","filler",NA,NA,NA,"7",1.52216716942926
"S1",27,"female","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"4",0.0559994610826817
"S1",27,"female","yes","yes","yes","filler_gram","95","filler",NA,NA,NA,"6",1.0334445999804
"S1",27,"female","yes","yes","yes","local_short","96","exp","7","local","short","6",1.0334445999804
"S2",53,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_short","3","exp","23","local","short","1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","4","filler",NA,NA,NA,"3",-0.345789979970161
"S2",53,"female","yes","yes","yes","filler_gram","5","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_short","8","exp","4","wh","short","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","9","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_short","11","exp","11","local","short","2",-0.684523021573585
"S2",53,"female","yes","yes","yes","filler_gram","12","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","14","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_long","15","exp","2","wh","long","1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","16","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","18","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_long","20","exp","14","wh","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","21","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","22","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_short","24","exp","8","wh","short","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","25","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","26","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","27","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","wh_short","28","exp","24","wh","short","1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","29","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_long","32","exp","22","wh","long","3",-0.345789979970161
"S2",53,"female","yes","yes","yes","filler_ungram","33","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"2",-0.684523021573585
"S2",53,"female","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","local_long","36","exp","5","local","long","1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","37","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_long","39","exp","18","wh","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","40","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","42","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","local_long","43","exp","13","local","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","44","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_long","47","exp","17","local","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","48","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"2",-0.684523021573585
"S2",53,"female","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_long","51","exp","21","local","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","52","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","53","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_long","55","exp","9","local","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","56","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","57","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","58","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","local_long","59","exp","1","local","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","60","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","61","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_short","63","exp","7","local","short","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","64","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_short","67","exp","20","wh","short","2",-0.684523021573585
"S2",53,"female","yes","yes","yes","filler_gram","68","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","69","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","wh_long","71","exp","10","wh","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","72","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","73","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","wh_short","75","exp","16","wh","short","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","76","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","79","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","local_short","80","exp","19","local","short","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","81","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","82","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_short","84","exp","15","local","short","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","85","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_short","88","exp","12","wh","short","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","89","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","filler_gram","90","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","wh_long","92","exp","6","wh","long","7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","93","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_gram","94","filler",NA,NA,NA,"7",1.00914218644353
"S2",53,"female","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"1",-1.02325606317701
"S2",53,"female","yes","yes","yes","local_short","96","exp","3","local","short","1",-1.02325606317701
"S3",24,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"2",-0.747095466116957
"S3",24,"female","yes","yes","yes","filler_ungram","3","filler",NA,NA,NA,"3",-0.383028639988897
"S3",24,"female","yes","yes","yes","local_short","4","exp","7","local","short","2",-0.747095466116957
"S3",24,"female","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"2",-0.747095466116957
"S3",24,"female","yes","yes","yes","filler_gram","6","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","8","filler",NA,NA,NA,"5",0.345105012267224
"S3",24,"female","yes","yes","yes","wh_long","9","exp","22","wh","long","4",-0.0189618138608364
"S3",24,"female","yes","yes","yes","filler_gram","10","filler",NA,NA,NA,"6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","11","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","wh_long","12","exp","10","wh","long","7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","15","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","local_short","16","exp","3","local","short","1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"2",-0.747095466116957
"S3",24,"female","yes","yes","yes","filler_gram","18","filler",NA,NA,NA,"6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"2",-0.747095466116957
"S3",24,"female","yes","yes","yes","local_short","21","exp","19","local","short","1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"2",-0.747095466116957
"S3",24,"female","yes","yes","yes","filler_ungram","24","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","local_long","25","exp","21","local","long","4",-0.0189618138608364
"S3",24,"female","yes","yes","yes","filler_gram","26","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","27","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","28","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","wh_short","29","exp","16","wh","short","5",0.345105012267224
"S3",24,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","32","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","wh_short","33","exp","8","wh","short","6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_gram","34","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","35","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","36","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","wh_long","37","exp","18","wh","long","6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","39","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","wh_short","40","exp","20","wh","short","3",-0.383028639988897
"S3",24,"female","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","43","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","wh_long","44","exp","6","wh","long","6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","46","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","47","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","local_short","48","exp","11","local","short","5",0.345105012267224
"S3",24,"female","yes","yes","yes","filler_gram","49","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","51","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","wh_short","52","exp","12","wh","short","1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_gram","54","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","local_long","56","exp","17","local","long","7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_gram","59","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","local_short","60","exp","23","local","short","1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","63","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","wh_short","64","exp","24","wh","short","1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","67","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","local_long","68","exp","1","local","long","7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","71","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","local_long","72","exp","9","local","long","6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_gram","75","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","wh_long","76","exp","14","wh","long","7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"4",-0.0189618138608364
"S3",24,"female","yes","yes","yes","filler_gram","80","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","local_short","81","exp","15","local","short","1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_gram","82","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","83","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","84","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","local_long","85","exp","5","local","long","7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","86","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","87","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","88","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","wh_long","89","exp","2","wh","long","6",0.709171838395284
"S3",24,"female","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_gram","91","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","filler_ungram","92","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","wh_short","93","exp","4","wh","short","2",-0.747095466116957
