"subject","age","sex","spain","spanish","consent","type","trial","exp","item","dependency","length","rating","z.score.rating"
"S30",36,"female","yes","yes","yes","filler_gram","60","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_gram","61","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"2",-1.06788434960298
"S30",36,"female","yes","yes","yes","local_long","63","exp","12","local","long","7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_gram","64","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"5",0.0970803954184529
"S30",36,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"3",-0.67956276792917
"S30",36,"female","yes","yes","yes","local_long","67","exp","4","local","long","7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","68","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_gram","69","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"4",-0.291241186255359
"S30",36,"female","yes","yes","yes","wh_long","71","exp","5","wh","long","7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_gram","72","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"3",-0.67956276792917
"S30",36,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","wh_short","75","exp","7","wh","short","7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_gram","76","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"2",-1.06788434960298
"S30",36,"female","yes","yes","yes","filler_gram","78","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"1",-1.45620593127679
"S30",36,"female","yes","yes","yes","wh_long","80","exp","17","wh","long","7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","81","filler",NA,NA,NA,"2",-1.06788434960298
"S30",36,"female","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"2",-1.06788434960298
"S30",36,"female","yes","yes","yes","filler_gram","83","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","local_short","84","exp","18","local","short","7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_gram","85","filler",NA,NA,NA,"7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"2",-1.06788434960298
"S30",36,"female","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"1",-1.45620593127679
"S30",36,"female","yes","yes","yes","local_short","88","exp","10","local","short","7",0.873723558766076
"S30",36,"female","yes","yes","yes","filler_ungram","89","filler",NA,NA,NA,"3",-0.67956276792917
"S30",36,"female","yes","yes","yes","filler_gram","90","filler",NA,NA,NA,"4",-0.291241186255359
"S30",36,"female","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"2",-1.06788434960298
"S30",36,"female","yes","yes","yes","local_short","92","exp","6","local","short","6",0.485401977092265
"S30",36,"female","yes","yes","yes","filler_ungram","93","filler",NA,NA,NA,"2",-1.06788434960298
"S30",36,"female","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"3",-0.67956276792917
"S30",36,"female","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"1",-1.45620593127679
"S30",36,"female","yes","yes","yes","local_short","96","exp","14","local","short","7",0.873723558766076
"S31",31,"male","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"1",-1.89505404638223
"S31",31,"male","yes","yes","yes","filler_gram","2","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","3","filler",NA,NA,NA,"1",-1.89505404638223
"S31",31,"male","yes","yes","yes","local_short","4","exp","13","local","short","4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","7","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","8","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","wh_short","9","exp","18","wh","short","7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","11","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","local_short","12","exp","17","local","short","4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"1",-1.89505404638223
"S31",31,"male","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","15","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","wh_long","16","exp","20","wh","long","6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_gram","18","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","19","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","wh_long","21","exp","16","wh","long","6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","24","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","wh_long","25","exp","8","wh","long","4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_ungram","28","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","local_long","29","exp","7","local","long","7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","filler_gram","32","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","local_short","33","exp","9","local","short","6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_gram","34","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_gram","35","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","36","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","local_short","37","exp","21","local","short","5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","39","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","wh_short","40","exp","2","wh","short","4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_gram","42","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_gram","43","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","local_short","44","exp","1","local","short","5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_gram","45","filler",NA,NA,NA,"4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","47","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","wh_long","48","exp","4","wh","long","3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"1",-1.89505404638223
"S31",31,"male","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","filler_gram","51","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","local_long","52","exp","3","local","long","3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_gram","54","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","local_short","56","exp","5","local","short","5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","59","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","local_long","60","exp","23","local","long","1",-1.89505404638223
"S31",31,"male","yes","yes","yes","filler_gram","61","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_gram","62","filler",NA,NA,NA,"4",-0.379010809276447
"S31",31,"male","yes","yes","yes","filler_ungram","63","filler",NA,NA,NA,"4",-0.379010809276447
"S31",31,"male","yes","yes","yes","local_long","64","exp","11","local","long","7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","65","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","66","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_ungram","67","filler",NA,NA,NA,"4",-0.379010809276447
"S31",31,"male","yes","yes","yes","local_long","68","exp","19","local","long","6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_ungram","71","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","wh_short","72","exp","6","wh","short","6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_gram","73","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","75","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","wh_long","76","exp","24","wh","long","6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","80","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","wh_short","81","exp","10","wh","short","7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","82","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"1",-1.89505404638223
"S31",31,"male","yes","yes","yes","filler_ungram","84","filler",NA,NA,NA,"2",-1.3897063006803
"S31",31,"male","yes","yes","yes","wh_short","85","exp","22","wh","short","7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","88","filler",NA,NA,NA,"3",-0.884358554978376
"S31",31,"male","yes","yes","yes","local_long","89","exp","15","local","long","3",-0.884358554978376
"S31",31,"male","yes","yes","yes","filler_gram","90","filler",NA,NA,NA,"7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","filler_ungram","92","filler",NA,NA,NA,"6",0.631684682127411
"S31",31,"male","yes","yes","yes","wh_long","93","exp","12","wh","long","7",1.13703242782934
"S31",31,"male","yes","yes","yes","filler_gram","94","filler",NA,NA,NA,"5",0.126336936425482
"S31",31,"male","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"4",-0.379010809276447
"S31",31,"male","yes","yes","yes","wh_short","96","exp","14","wh","short","2",-1.3897063006803
"S32",26,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","local_short","3","exp","20","local","short","7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","4","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_gram","7","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","wh_long","8","exp","23","wh","long","6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","9","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","local_short","11","exp","16","local","short","5",0.449049759713945
"S32",26,"female","yes","yes","yes","filler_gram","12","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_gram","13","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","local_long","15","exp","22","local","long","5",0.449049759713945
"S32",26,"female","yes","yes","yes","filler_ungram","16","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","wh_long","20","exp","15","wh","long","4",0.00462937896612308
"S32",26,"female","yes","yes","yes","filler_ungram","21","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_gram","22","filler",NA,NA,NA,"6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","local_long","24","exp","14","local","long","3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","25","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_gram","26","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_gram","27","filler",NA,NA,NA,"6",0.893470140461767
"S32",26,"female","yes","yes","yes","local_short","28","exp","24","local","short","5",0.449049759713945
"S32",26,"female","yes","yes","yes","filler_gram","29","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_gram","30","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","local_short","32","exp","12","local","short","4",0.00462937896612308
"S32",26,"female","yes","yes","yes","filler_ungram","33","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","local_long","36","exp","18","local","long","2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","37","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","wh_short","39","exp","17","wh","short","2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_gram","40","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"4",0.00462937896612308
"S32",26,"female","yes","yes","yes","wh_short","43","exp","21","wh","short","3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","44","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_gram","45","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","wh_long","47","exp","3","wh","long","3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_gram","48","filler",NA,NA,NA,"5",0.449049759713945
"S32",26,"female","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","local_short","51","exp","8","local","short","6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_gram","52","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_gram","53","filler",NA,NA,NA,"6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","wh_long","55","exp","11","wh","long","6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","56","filler",NA,NA,NA,"6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_gram","57","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_gram","58","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","wh_short","59","exp","1","wh","short","3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","60","filler",NA,NA,NA,"6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_gram","62","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","local_short","63","exp","4","local","short","7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","64","filler",NA,NA,NA,"4",0.00462937896612308
"S32",26,"female","yes","yes","yes","filler_gram","65","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","local_long","67","exp","10","local","long","6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","68","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","wh_short","71","exp","9","wh","short","6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_gram","72","filler",NA,NA,NA,"6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","wh_long","75","exp","19","wh","long","3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","76","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_gram","78","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_gram","79","filler",NA,NA,NA,"5",0.449049759713945
"S32",26,"female","yes","yes","yes","wh_short","80","exp","13","wh","short","6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","81","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_gram","82","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","wh_short","84","exp","5","wh","short","7",1.33789052120959
"S32",26,"female","yes","yes","yes","filler_ungram","85","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","local_long","88","exp","2","local","long","6",0.893470140461767
"S32",26,"female","yes","yes","yes","filler_ungram","89","filler",NA,NA,NA,"2",-0.884211382529521
"S32",26,"female","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"5",0.449049759713945
"S32",26,"female","yes","yes","yes","filler_gram","91","filler",NA,NA,NA,"7",1.33789052120959
"S32",26,"female","yes","yes","yes","local_long","92","exp","6","local","long","5",0.449049759713945
"S32",26,"female","yes","yes","yes","filler_gram","93","filler",NA,NA,NA,"3",-0.439791001781699
"S32",26,"female","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"1",-1.32863176327734
"S32",26,"female","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"4",0.00462937896612308
"S32",26,"female","yes","yes","yes","wh_long","96","exp","7","wh","long","6",0.893470140461767
"S33",26,"male","yes","yes","yes","filler_gram","1","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_gram","2","filler",NA,NA,NA,"5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_gram","3","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","local_short","4","exp","8","local","short","5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"4",-0.0913756258867068
"S33",26,"male","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_gram","7","filler",NA,NA,NA,"5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_ungram","8","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","local_long","9","exp","2","local","long","5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_ungram","11","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","local_short","12","exp","24","local","short","4",-0.0913756258867068
"S33",26,"male","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"4",-0.0913756258867068
"S33",26,"male","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_ungram","15","filler",NA,NA,NA,"6",0.78583038262568
"S33",26,"male","yes","yes","yes","local_long","16","exp","22","local","long","4",-0.0913756258867068
"S33",26,"male","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"6",0.78583038262568
"S33",26,"male","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"2",-0.968581634399093
"S33",26,"male","yes","yes","yes","filler_gram","19","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"4",-0.0913756258867068
"S33",26,"male","yes","yes","yes","wh_short","21","exp","21","wh","short","3",-0.5299786301429
"S33",26,"male","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"2",-0.968581634399093
"S33",26,"male","yes","yes","yes","filler_gram","23","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_ungram","24","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","local_short","25","exp","16","local","short","3",-0.5299786301429
"S33",26,"male","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"3",-0.5299786301429
"S33",26,"male","yes","yes","yes","filler_gram","28","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","local_long","29","exp","18","local","long","5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_ungram","32","filler",NA,NA,NA,"2",-0.968581634399093
"S33",26,"male","yes","yes","yes","wh_long","33","exp","15","wh","long","5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_gram","34","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_gram","35","filler",NA,NA,NA,"6",0.78583038262568
"S33",26,"male","yes","yes","yes","filler_gram","36","filler",NA,NA,NA,"4",-0.0913756258867068
"S33",26,"male","yes","yes","yes","local_long","37","exp","10","local","long","6",0.78583038262568
"S33",26,"male","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"3",-0.5299786301429
"S33",26,"male","yes","yes","yes","filler_ungram","39","filler",NA,NA,NA,"2",-0.968581634399093
"S33",26,"male","yes","yes","yes","wh_long","40","exp","7","wh","long","6",0.78583038262568
"S33",26,"male","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"2",-0.968581634399093
"S33",26,"male","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_gram","43","filler",NA,NA,NA,"4",-0.0913756258867068
"S33",26,"male","yes","yes","yes","wh_short","44","exp","9","wh","short","6",0.78583038262568
"S33",26,"male","yes","yes","yes","filler_gram","45","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_gram","47","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","wh_short","48","exp","1","wh","short","6",0.78583038262568
"S33",26,"male","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"7",1.22443338688187
"S33",26,"male","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_gram","51","filler",NA,NA,NA,"6",0.78583038262568
"S33",26,"male","yes","yes","yes","local_short","52","exp","12","local","short","5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"2",-0.968581634399093
"S33",26,"male","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"1",-1.40718463865529
"S33",26,"male","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"2",-0.968581634399093
"S33",26,"male","yes","yes","yes","local_short","56","exp","20","local","short","5",0.347227378369486
"S33",26,"male","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"1",-1.40718463865529
